area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom,total_room,ready,price_per_sqft,price_per_total_room,total_spaces,price_per_total_spaces
Plot  Area,Ready To Move,TC Palaya,GrrvaGr,1400.0,5,1,97.0,5,5,Ready,0.06928571428571428,19.4,11,8.818181818181818
Super built-up  Area,Ready To Move,Kalyan nagar,GrrvaGr,2285.0,4,1,165.0,3,5,Ready,0.07221006564551423,33.0,10,16.5
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1243.0,2,2,46.0,2,4,Ready,0.03700724054706356,11.5,8,5.75
Super built-up  Area,Ready To Move,Kammagondahalli,DiiteR ,1263.0,2,1,51.5,2,4,Ready,0.04077593032462391,12.875,7,7.357142857142857
Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,GrrvaGr,1200.0,4,2,115.0,5,7,Ready,0.09583333333333334,16.428571428571427,13,8.846153846153847
Super built-up  Area,Ready To Move,Hennur,SLureSi,1345.0,2,1,69.0,3,5,Ready,0.051301115241635685,13.8,8,8.625
Built-up  Area,Ready To Move,D Group Employees Layout,GrrvaGr,4400.0,5,3,240.0,5,5,Ready,0.05454545454545454,48.0,13,18.46153846153846
Super built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2,1,58.0,3,5,Ready,0.04264705882352941,11.6,8,7.25
Super built-up  Area,Ready To Move,Sarjapur  Road,GrrvaGr,1026.0,2,1,60.55,2,4,Ready,0.05901559454191033,15.1375,7,8.65
Super built-up  Area,Ready To Move,Alfa Garden Layout,GrrvaGr,1050.0,2,2,38.0,2,4,Ready,0.03619047619047619,9.5,8,4.75
Super built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1460.0,3,3,76.0,3,5,Ready,0.052054794520547946,15.2,11,6.909090909090909
Super built-up  Area,Ready To Move,Banagiri Nagar,GrrvaGr,1525.0,2,2,91.48,3,5,Ready,0.05998688524590164,18.296,9,10.164444444444445
Built-up  Area,Ready To Move,Kanakpura Road,PuandHi,1843.0,3,2,85.0,3,5,Ready,0.04612045577862181,17.0,10,8.5
Super built-up  Area,18-Aug,Ananth Nagar,GrrvaGr,1000.0,2,3,25.0,2,4,Not Ready,0.025,6.25,9,2.7777777777777777
Super built-up  Area,Ready To Move,Koramangala,KHage G,1642.0,2,1,115.0,3,5,Ready,0.07003654080389768,23.0,8,14.375
Plot  Area,Ready To Move,TC Palaya,GrrvaGr,1200.0,2,0,66.0,3,3,Ready,0.055,22.0,5,13.2
Super built-up  Area,Ready To Move,Austin Town,GrrvaGr,975.0,2,1,60.0,2,4,Ready,0.06153846153846154,15.0,7,8.571428571428571
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2,1,44.0,3,5,Ready,0.04093023255813953,8.8,8,5.5
Super built-up  Area,18-Feb,Panathur,GrrvaGr,1210.0,2,1,77.93,2,4,Not Ready,0.06440495867768596,19.4825,7,11.132857142857144
Super built-up  Area,Ready To Move,Rammana Layout,GrrvaGr,2000.0,3,2,100.0,3,5,Ready,0.05,20.0,10,10.0
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1225.0,2,0,68.0,2,4,Ready,0.05551020408163265,17.0,6,11.333333333333334
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1290.0,2,1,80.04,2,4,Ready,0.06204651162790698,20.01,7,11.434285714285716
Built-up  Area,Ready To Move,Remco Bhel Layout,GrrvaGr,1220.0,2,0,56.0,2,4,Ready,0.04590163934426229,14.0,6,9.333333333333334
Plot  Area,Ready To Move,A Narayanapura,GrrvaGr,1500.0,2,0,85.0,1,1,Ready,0.056666666666666664,85.0,3,28.333333333333332
Super built-up  Area,Ready To Move,Kaggadasapura,Maisehi,1361.0,2,2,79.0,2,4,Ready,0.05804555473916238,19.75,8,9.875
Built-up  Area,Ready To Move,1st Phase JP Nagar,NCaveun,1394.0,2,2,85.0,2,4,Ready,0.06097560975609756,21.25,8,10.625
Super built-up  Area,Ready To Move,Yelahanka,GrrvaGr,870.0,2,1,27.0,2,4,Ready,0.03103448275862069,6.75,7,3.857142857142857
Plot  Area,Ready To Move,Marasandra,GrrvaGr,5000.0,5,3,300.0,4,4,Ready,0.06,75.0,12,25.0
Super built-up  Area,18-May,Rajaji Nagar,Pumesim,1222.0,2,2,98.0,2,4,Not Ready,0.08019639934533551,24.5,8,12.25
Super built-up  Area,Ready To Move,Hebbal,Mahosya,1420.0,2,1,99.39,2,4,Ready,0.06999295774647887,24.8475,7,14.198571428571428
Super built-up  Area,Ready To Move,Bellandur,GrrvaGr,1846.0,3,2,135.0,3,5,Ready,0.07313109425785481,27.0,10,13.5
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1167.0,2,2,64.08,2,4,Ready,0.054910025706940875,16.02,8,8.01
Super built-up  Area,Ready To Move,Ananth Nagar,GrrvaGr,902.0,2,2,25.0,2,4,Ready,0.02771618625277162,6.25,8,3.125
Super built-up  Area,Ready To Move,Kannamangala,GrrvaGr,2422.0,4,3,135.0,4,6,Ready,0.05573905862923204,22.5,13,10.384615384615385
Super built-up  Area,Ready To Move,Rachenahalli,GrrvaGr,1050.0,2,2,52.5,2,4,Ready,0.05,13.125,8,6.5625
Built-up  Area,Ready To Move,Rajapura,GrrvaGr,1000.0,2,0,50.0,2,4,Ready,0.05,12.5,6,8.333333333333334
Built-up  Area,Ready To Move,Kundalahalli,GrrvaGr,1260.0,2,0,58.0,2,4,Ready,0.046031746031746035,14.5,6,9.666666666666666
Built-up  Area,Ready To Move,Banashankari Stage II,GrrvaGr,3000.0,3,2,450.0,3,3,Ready,0.15,150.0,8,56.25
Super built-up  Area,Ready To Move,Jigani,DLhtsen,939.0,2,2,39.0,2,4,Ready,0.04153354632587859,9.75,8,4.875
Plot  Area,Ready To Move,Konanakunte,GrrvaGr,1590.0,6,1,150.0,9,9,Ready,0.09433962264150944,16.666666666666668,16,9.375
Plot  Area,Ready To Move,Jalahalli,GrrvaGr,600.0,1,0,37.0,1,1,Ready,0.06166666666666667,37.0,2,18.5
Built-up  Area,Ready To Move,8th Phase JP Nagar,GrrvaGr,1298.0,2,1,59.0,2,4,Ready,0.045454545454545456,14.75,7,8.428571428571429
Super built-up  Area,Ready To Move,Marathahalli,Asintas,1710.0,3,2,135.0,3,5,Ready,0.07894736842105263,27.0,10,13.5
Super built-up  Area,Ready To Move,Subramanyapura,Srnumum,1000.0,2,1,45.0,2,4,Ready,0.045,11.25,7,6.428571428571429
Super built-up  Area,Ready To Move,Ramagondanahalli,Reitice,3350.0,3,3,150.0,3,5,Ready,0.04477611940298507,30.0,11,13.636363636363637
Plot  Area,Ready To Move,Bagalakunte,GrrvaGr,1200.0,4,1,138.0,2,2,Ready,0.115,69.0,7,19.714285714285715
Built-up  Area,Ready To Move,RPC layout,GrrvaGr,1100.0,2,2,68.0,2,4,Ready,0.06181818181818182,17.0,8,8.5
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,615.0,1,1,46.0,1,3,Ready,0.07479674796747968,15.333333333333334,5,9.2
Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1350.0,2,1,85.0,2,4,Not Ready,0.06296296296296296,21.25,7,12.142857142857142
Built-up  Area,Ready To Move,Sultan Palaya,GrrvaGr,5000.0,5,2,325.0,4,4,Ready,0.065,81.25,11,29.545454545454547
Plot  Area,Ready To Move,Vijaya Bank Layout,GrrvaGr,4000.0,6,2,460.0,6,6,Ready,0.115,76.66666666666667,14,32.857142857142854
Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1718.0,3,2,130.0,3,5,Ready,0.07566938300349244,26.0,10,13.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Eladero,1680.0,3,2,112.0,3,5,Ready,0.06666666666666667,22.4,10,11.2
Plot  Area,Ready To Move,Hulimavu,GrrvaGr,1500.0,2,0,90.0,2,2,Ready,0.06,45.0,4,22.5
Super built-up  Area,18-May,Sarjapur  Road,AsastDe,1157.0,2,1,72.0,3,5,Not Ready,0.06222990492653414,14.4,8,9.0
Super built-up  Area,Ready To Move,Akshaya Nagar,GrrvaGr,1179.0,2,1,51.0,2,4,Ready,0.043256997455470736,12.75,7,7.285714285714286
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1315.0,2,0,60.48,2,4,Ready,0.04599239543726236,15.12,6,10.08
Super built-up  Area,18-Mar,Phase 1 Kammasandra,GrrvaGr,1105.0,2,2,28.18,2,4,Not Ready,0.025502262443438915,7.045,8,3.5225
Super built-up  Area,Ready To Move,Banashankari,Bregae ,1800.0,3,2,175.0,3,5,Ready,0.09722222222222222,35.0,10,17.5
Super built-up  Area,Ready To Move,Jalahalli East,ShshaSa,1010.0,2,1,52.0,2,4,Ready,0.05148514851485148,13.0,7,7.428571428571429
Super built-up  Area,18-Jan,Electronic City,Prarkun,630.0,1,1,46.0,1,3,Not Ready,0.07301587301587302,15.333333333333334,5,9.2
Plot  Area,19-Apr,Anekal,GrrvaGr,1200.0,2,1,36.1,2,2,Not Ready,0.030083333333333333,18.05,5,7.220000000000001
Super built-up  Area,Ready To Move,Kaval Byrasandra,GrrvaGr,1025.0,2,1,60.0,2,4,Ready,0.05853658536585366,15.0,7,8.571428571428571
Super built-up  Area,Ready To Move,Hennur Road,GrrvaGr,1195.0,2,2,59.0,2,4,Ready,0.049372384937238493,14.75,8,7.375
Super built-up  Area,18-Feb,Whitefield,Alsta F,1012.0,2,1,58.0,2,4,Not Ready,0.05731225296442688,14.5,7,8.285714285714286
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1884.0,4,2,118.0,3,5,Ready,0.06263269639065817,23.6,11,10.727272727272727
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,Soe 2as,1090.0,2,1,37.0,2,4,Ready,0.03394495412844037,9.25,7,5.285714285714286
Super built-up  Area,Ready To Move,Kathriguppe,Prone M,1300.0,3,2,77.99,3,5,Ready,0.059992307692307685,15.597999999999999,10,7.7989999999999995
Super built-up  Area,Ready To Move,Amblipura,IDldsin,2950.0,4,2,250.0,4,6,Ready,0.0847457627118644,41.666666666666664,12,20.833333333333332
Super built-up  Area,Ready To Move,Harlur,SrEndPo,1710.0,3,3,85.0,3,5,Ready,0.049707602339181284,17.0,11,7.7272727272727275
Super built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1500.0,3,1,68.0,3,5,Ready,0.04533333333333334,13.6,9,7.555555555555555
Super built-up  Area,Ready To Move,Kodichikkanahalli,Jae 1ke,1310.0,2,2,53.0,3,5,Ready,0.04045801526717557,10.6,9,5.888888888888889
Super built-up  Area,18-Dec,Dommasandra,GrrvaGr,674.0,1,1,19.9,2,4,Not Ready,0.02952522255192878,4.975,6,3.3166666666666664
Built-up  Area,Ready To Move,Hoodi,GrrvaGr,1350.0,3,2,70.0,3,5,Ready,0.05185185185185185,14.0,10,7.0
Built-up  Area,Ready To Move,Hennur Gardens,PlhtsHe,1464.0,2,2,115.0,3,5,Ready,0.07855191256830601,23.0,9,12.777777777777779
Built-up  Area,Ready To Move,Marsur,Asara S,715.0,2,1,29.0,3,5,Ready,0.04055944055944056,5.8,8,3.625
Built-up  Area,18-Dec,Electronic City,GrrvaGr,1400.0,2,1,40.45,3,5,Not Ready,0.028892857142857144,8.09,8,5.05625
Super built-up  Area,19-Dec,Electronic City Phase II,DSineSt,1625.0,2,2,48.75,3,5,Not Ready,0.03,9.75,9,5.416666666666667
Built-up  Area,18-Dec,Electronic City,GrrvaGr,1065.0,2,1,30.76,2,4,Not Ready,0.02888262910798122,7.69,7,4.394285714285714
Plot  Area,Ready To Move,Kumaraswami Layout,GrrvaGr,510.0,4,1,70.0,6,6,Ready,0.13725490196078433,11.666666666666666,11,6.363636363636363
Super built-up  Area,Ready To Move,HMT Layout,GrrvaGr,1385.0,3,3,90.0,3,5,Ready,0.06498194945848375,18.0,11,8.181818181818182
Super built-up  Area,Ready To Move,CV Raman Nagar,JKmesHo,1040.0,2,1,50.0,2,4,Ready,0.04807692307692308,12.5,7,7.142857142857143
Super built-up  Area,Ready To Move,Haralur Road,GrrvaGr,1817.0,3,2,110.0,3,5,Ready,0.06053935057787562,22.0,10,11.0
Super built-up  Area,Ready To Move,Volagerekallahalli,PSterAs,1205.0,2,1,47.0,2,4,Ready,0.03900414937759336,11.75,7,6.714285714285714
Super built-up  Area,Ready To Move,Volagerekallahalli,GrrvaGr,1070.0,2,2,33.43,2,4,Ready,0.031242990654205608,8.3575,8,4.17875
Super built-up  Area,Ready To Move,Kodathi,GrrvaGr,1070.0,2,1,52.0,2,4,Ready,0.048598130841121495,13.0,7,7.428571428571429
Super built-up  Area,Ready To Move,Amruthahalli,GrrvaGr,1340.0,2,1,75.0,2,4,Ready,0.055970149253731345,18.75,7,10.714285714285714
Super built-up  Area,Ready To Move,Kalena Agrahara,ARomee ,980.0,2,2,35.0,2,4,Ready,0.03571428571428571,8.75,8,4.375
Built-up  Area,Ready To Move,8th Phase JP Nagar,SVthaho,1006.0,2,0,44.0,2,4,Ready,0.0437375745526839,11.0,6,7.333333333333333
Super built-up  Area,Ready To Move,Thanisandra,Bhmesy ,1098.0,2,1,71.0,2,4,Ready,0.06466302367941712,17.75,7,10.142857142857142
Built-up  Area,Ready To Move,Mico Layout,MyeurGr,1200.0,2,1,53.5,2,4,Ready,0.044583333333333336,13.375,7,7.642857142857143
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,4190.0,4,1,325.0,4,6,Ready,0.07756563245823389,54.166666666666664,11,29.545454545454547
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1019.0,2,1,62.0,2,4,Ready,0.06084396467124632,15.5,7,8.857142857142858
Super built-up  Area,18-May,Whitefield,GrrvaGr,1150.0,2,2,40.21,2,4,Not Ready,0.03496521739130435,10.0525,8,5.02625
Plot  Area,Ready To Move,Anekal,Vaensnd,1733.5,3,1,120.0,3,3,Ready,0.06922411306605133,40.0,7,17.142857142857142
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,Essic C,1415.0,2,2,120.0,2,4,Ready,0.08480565371024736,30.0,8,15.0
Built-up  Area,21-Dec,"Electronic city Phase 1, ",GrrvaGr,1750.0,3,2,58.0,3,5,Not Ready,0.03314285714285714,11.6,10,5.8
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,GrrvaGr,1537.0,3,2,81.0,3,5,Not Ready,0.052700065061808715,16.2,10,8.1
Built-up  Area,Ready To Move,Chennappa Layout,Mawerer,1050.0,2,2,45.0,2,4,Ready,0.04285714285714286,11.25,8,5.625
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1452.0,3,3,55.6,3,5,Ready,0.03829201101928375,11.120000000000001,11,5.054545454545455
Super built-up  Area,Ready To Move,Domlur,IBictnd,1246.0,2,1,95.0,2,4,Ready,0.07624398073836276,23.75,7,13.571428571428571
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1890.0,4,2,85.0,3,5,Ready,0.04497354497354497,17.0,11,7.7272727272727275
Super built-up  Area,18-May,Electronic City Phase II,MJtroty,972.0,2,1,40.0,2,4,Not Ready,0.0411522633744856,10.0,7,5.714285714285714
Plot  Area,Ready To Move,Brookefield,Goodsrb,1500.0,5,3,160.0,4,4,Ready,0.10666666666666667,40.0,12,13.333333333333334
Super built-up  Area,18-Aug,Electronic City,Prarkun,630.0,1,1,33.7,1,3,Not Ready,0.053492063492063494,11.233333333333334,5,6.74
Plot  Area,18-Mar,Kothanur,GrrvaGr,1050.0,5,0,80.0,8,8,Not Ready,0.0761904761904762,10.0,13,6.153846153846154
Built-up  Area,Ready To Move,Shingapura,GrrvaGr,1255.0,2,1,60.0,3,5,Ready,0.04780876494023904,12.0,8,7.5
Plot  Area,Ready To Move,Ramamurthy Nagar,GrrvaGr,1900.0,4,2,185.0,4,4,Ready,0.09736842105263158,46.25,10,18.5
Plot  Area,Ready To Move,Doddaballapur,GrrvaGr,2440.0,3,1,142.0,3,3,Ready,0.05819672131147541,47.333333333333336,7,20.285714285714285
Super built-up  Area,21-May,Kanakpura Road,GolusLi,1938.0,3,3,92.69,3,5,Not Ready,0.04782765737874097,18.538,11,8.426363636363636
Super built-up  Area,Ready To Move,Bannerghatta Road,GrrvaGr,1711.0,3,2,125.0,3,5,Ready,0.07305669199298656,25.0,10,12.5
Plot  Area,Ready To Move,Nagarbhavi,GrrvaGr,1200.0,4,3,240.0,5,5,Ready,0.2,48.0,12,20.0
Super built-up  Area,18-Jul,CV Raman Nagar,Pu270a ,1392.0,2,1,95.0,2,4,Not Ready,0.06824712643678162,23.75,7,13.571428571428571
Super built-up  Area,18-Mar,Haralur Road,SNnia E,1225.0,2,1,77.0,2,4,Not Ready,0.06285714285714286,19.25,7,11.0
Super built-up  Area,Ready To Move,Sarjapur  Road,Saitya ,3418.0,3,1,235.0,4,6,Ready,0.06875365710942072,39.166666666666664,10,23.5
Super built-up  Area,Ready To Move,Green Glen Layout,Soweray,1750.0,3,2,120.0,3,5,Ready,0.06857142857142857,24.0,10,12.0
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,1260.0,2,1,80.0,3,5,Ready,0.06349206349206349,16.0,8,10.0
Super built-up  Area,19-Dec,Sarjapur  Road,AsastDe,691.0,1,1,31.1,1,3,Not Ready,0.04500723589001447,10.366666666666667,5,6.220000000000001
Super built-up  Area,Ready To Move,Haralur Road,NDionas,1285.0,2,1,78.0,2,4,Ready,0.060700389105058365,19.5,7,11.142857142857142
Built-up  Area,Ready To Move,Hebbal,Thuse F,1590.0,3,2,96.0,3,5,Ready,0.06037735849056604,19.2,10,9.6
Super built-up  Area,Ready To Move,9th Phase JP Nagar,JSyane ,1571.0,3,2,65.0,3,5,Ready,0.041374920432845325,13.0,10,6.5
Built-up  Area,Ready To Move,Hebbal Kempapura,GrrvaGr,2800.0,5,1,220.0,5,5,Ready,0.07857142857142857,44.0,11,20.0
Super built-up  Area,Ready To Move,Garudachar Palya,GrrvaGr,1060.0,2,1,48.66,2,4,Ready,0.045905660377358486,12.165,7,6.951428571428571
Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2,1,58.0,2,4,Ready,0.046215139442231074,14.5,7,8.285714285714286
Plot  Area,Ready To Move,Govindapura,GrrvaGr,702.0,4,0,65.0,4,4,Ready,0.09259259259259259,16.25,8,8.125
Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,GrrvaGr,2400.0,2,2,185.0,3,3,Ready,0.07708333333333334,61.666666666666664,7,26.428571428571427
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2,3,81.0,3,5,Ready,0.053289473684210525,16.2,10,8.1
Super built-up  Area,Ready To Move,Kanakpura Road,Wiowsri,1530.0,2,1,70.99,3,5,Ready,0.04639869281045751,14.197999999999999,8,8.87375
Super built-up  Area,Ready To Move,Gollahalli,MJlese ,1170.0,2,1,45.51,2,4,Ready,0.0388974358974359,11.3775,7,6.501428571428571
Super built-up  Area,Ready To Move,OMBR Layout,GrrvaGr,1580.0,3,2,75.0,3,5,Ready,0.04746835443037975,15.0,10,7.5
Super built-up  Area,Ready To Move,Ardendale,SoystAm,1777.26,3,2,89.0,3,5,Ready,0.050077084950991974,17.8,10,8.9
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2,2,55.78,2,4,Ready,0.04280890253261704,13.945,8,6.9725
Built-up  Area,Ready To Move,Kodichikkanahalli,GrrvaGr,1680.0,2,3,59.0,2,4,Ready,0.03511904761904762,14.75,9,6.555555555555555
Built-up  Area,Ready To Move,Whitefield,Sonviik,1495.0,2,1,70.0,3,5,Ready,0.046822742474916385,14.0,8,8.75
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1835.0,3,1,108.0,3,5,Not Ready,0.05885558583106267,21.6,9,12.0
Plot  Area,Ready To Move,Banjara Layout,GrrvaGr,610.0,3,1,60.0,3,3,Ready,0.09836065573770492,20.0,7,8.571428571428571
Built-up  Area,Ready To Move,Nagawara Junction,GrrvaGr,1080.0,2,2,38.0,2,4,Ready,0.03518518518518519,9.5,8,4.75
Built-up  Area,18-Dec,Electronic City,GrrvaGr,1025.0,2,1,29.61,2,4,Not Ready,0.02888780487804878,7.4025,7,4.2299999999999995
Super built-up  Area,18-Aug,Haralur Road,SNnia E,1225.0,2,1,67.48,2,4,Not Ready,0.055085714285714286,16.87,7,9.64
Super built-up  Area,20-Jan,Balagere,Soresea,656.0,1,1,34.77,1,3,Not Ready,0.05300304878048781,11.590000000000002,5,6.954000000000001
Super built-up  Area,Ready To Move,Sarjapur  Road,Ascid P,994.0,2,2,45.0,2,4,Ready,0.04527162977867203,11.25,8,5.625
Super built-up  Area,Ready To Move,Thirupalya,Pao 2Sm,1025.0,2,1,65.0,2,4,Ready,0.06341463414634146,16.25,7,9.285714285714286
Built-up  Area,Ready To Move,Marathahalli,VRave E,1156.0,2,2,52.0,2,4,Ready,0.04498269896193772,13.0,8,6.5
Super built-up  Area,Ready To Move,JP Nagar,Maarkr ,1250.0,2,2,60.0,2,4,Ready,0.048,15.0,8,7.5
Built-up  Area,Ready To Move,Kundalahalli,Roima A,3092.0,4,3,230.0,4,4,Ready,0.07438551099611902,57.5,11,20.90909090909091
Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1930.0,4,2,122.0,3,5,Ready,0.06321243523316063,24.4,11,11.090909090909092
Built-up  Area,Ready To Move,New Thippasandra,Saeraep,1020.0,2,1,70.0,2,4,Ready,0.06862745098039216,17.5,7,10.0
Built-up  Area,Ready To Move,Kumaraswami Layout,GrrvaGr,1310.0,2,1,70.0,3,5,Ready,0.05343511450381679,14.0,8,8.75
Super built-up  Area,19-Dec,Jalahalli,Vaniai ,612.5,1,0,27.565,1,3,Not Ready,0.04500408163265306,9.188333333333334,4,6.89125
Built-up  Area,Ready To Move,Kanakpura Road,Prdhue ,1322.0,2,3,70.0,2,4,Ready,0.0529500756429652,17.5,9,7.777777777777778
Super built-up  Area,Ready To Move,Kothanur,GrrvaGr,1160.0,2,2,57.0,2,4,Ready,0.04913793103448276,14.25,8,7.125
Super built-up  Area,Ready To Move,5th Block Hbr Layout,GrrvaGr,1100.0,2,2,48.0,2,4,Ready,0.04363636363636364,12.0,8,6.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1720.0,3,3,150.0,3,5,Ready,0.0872093023255814,30.0,11,13.636363636363637
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1689.0,3,2,103.0,3,5,Not Ready,0.06098283007696862,20.6,10,10.3
Super built-up  Area,Ready To Move,Chikkalasandra,GrrvaGr,1090.0,2,1,47.42,2,4,Ready,0.0435045871559633,11.855,7,6.774285714285715
Super built-up  Area,Ready To Move,KR Puram,GrrvaGr,2000.0,2,0,75.0,2,4,Ready,0.0375,18.75,6,12.5
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,Patust ,1155.0,2,2,69.0,2,4,Ready,0.05974025974025974,17.25,8,8.625
Built-up  Area,Ready To Move,Vishveshwarya Layout,GrrvaGr,4000.0,6,0,230.0,6,6,Ready,0.0575,38.333333333333336,12,19.166666666666668
Built-up  Area,18-Jun,Sarjapur  Road,Marthur,3913.0,5,0,176.0,4,4,Not Ready,0.044978277536417074,44.0,9,19.555555555555557
Super built-up  Area,Ready To Move,Hebbal,Brium C,3520.0,5,2,320.0,3,5,Ready,0.09090909090909091,64.0,12,26.666666666666668
Super built-up  Area,18-Jun,JP Nagar,GrrvaGr,1125.0,2,2,39.98,2,4,Not Ready,0.03553777777777777,9.995,8,4.9975
Built-up  Area,18-Apr,Yelahanka,Hotat H,1847.0,3,3,92.0,3,5,Not Ready,0.04981050351922036,18.4,11,8.363636363636363
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Srncya ,1515.0,2,1,76.0,3,5,Ready,0.050165016501650166,15.2,8,9.5
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,3450.0,7,2,225.0,8,8,Ready,0.06521739130434782,28.125,17,13.235294117647058
Plot  Area,Ready To Move,Yelahanka,GrrvaGr,2500.0,3,1,120.0,5,5,Ready,0.048,24.0,9,13.333333333333334
Built-up  Area,Ready To Move,Sarjapur  Road,Srntssh,1130.0,2,2,55.0,2,4,Ready,0.048672566371681415,13.75,8,6.875
Super built-up  Area,Ready To Move,Bellandur,Goner C,1049.0,2,1,51.0,2,4,Ready,0.04861773117254528,12.75,7,7.285714285714286
Super built-up  Area,Ready To Move,Amruthahalli,GrrvaGr,2650.0,4,0,175.0,3,5,Ready,0.0660377358490566,35.0,9,19.444444444444443
Super built-up  Area,18-Dec,Varthur Road,GrrvaGr,850.0,2,1,25.4,2,4,Not Ready,0.029882352941176468,6.35,7,3.6285714285714286
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1842.0,3,2,115.0,3,5,Not Ready,0.06243213897937025,23.0,10,11.5
Plot  Area,Ready To Move,Govindaraja Nagar Ward,GrrvaGr,2600.0,5,3,370.0,5,5,Ready,0.1423076923076923,74.0,13,28.46153846153846
Super built-up  Area,20-Dec,Jakkur,ArndsSk,1282.0,2,1,72.0,2,4,Not Ready,0.056162246489859596,18.0,7,10.285714285714286
Super built-up  Area,Ready To Move,Kalena Agrahara,PrncyRe,800.0,2,1,40.0,2,4,Ready,0.05,10.0,7,5.714285714285714
Plot  Area,Ready To Move,Gidada Konnenahalli,GrrvaGr,1200.0,4,2,240.0,4,4,Ready,0.2,60.0,10,24.0
Super built-up  Area,18-Sep,Chandapura,SunceEs,1190.0,2,2,30.35,3,5,Not Ready,0.02550420168067227,6.07,9,3.3722222222222222
Super built-up  Area,18-May,Magadi Road,Vrenty ,1318.0,2,1,68.0,3,5,Not Ready,0.051593323216995446,13.6,8,8.5
Super built-up  Area,19-Jul,Kanakpura Road,Soazak ,1698.0,2,1,105.0,2,4,Not Ready,0.061837455830388695,26.25,7,15.0
Super built-up  Area,Ready To Move,Jayanagar,GrrvaGr,2030.0,2,1,182.0,3,5,Ready,0.0896551724137931,36.4,8,22.75
Super built-up  Area,Ready To Move,Kammasandra,DSOakil,1276.0,2,1,31.9,3,5,Ready,0.024999999999999998,6.38,8,3.9875
Super built-up  Area,Ready To Move,Shikaripalya,Maenara,1555.0,2,1,67.0,3,5,Ready,0.043086816720257236,13.4,8,8.375
Super built-up  Area,17-May,Sarjapur  Road,Ahriaup,1881.0,3,2,145.0,3,5,Not Ready,0.07708665603402445,29.0,10,14.5
Super built-up  Area,Ready To Move,frazertown,GrrvaGr,2900.0,3,2,325.0,3,5,Ready,0.11206896551724138,65.0,10,32.5
Super built-up  Area,18-Jul,Yelahanka,Miitat ,1890.0,3,2,109.0,3,5,Not Ready,0.05767195767195767,21.8,10,10.9
Super built-up  Area,Ready To Move,M V Extenstion,GrrvaGr,900.0,5,1,135.0,5,7,Ready,0.15,19.285714285714285,13,10.384615384615385
Super built-up  Area,20-Dec,Old Madras Road,SheldGr,935.0,2,1,32.0,2,4,Not Ready,0.034224598930481284,8.0,7,4.571428571428571
Super built-up  Area,Ready To Move,Cox Town,Santspa,1000.0,2,3,58.0,2,4,Ready,0.058,14.5,9,6.444444444444445
Super built-up  Area,Ready To Move,Singasandra,GrrvaGr,1510.0,3,2,75.0,3,5,Ready,0.04966887417218543,15.0,10,7.5
